date,equity
2024-07-31,102321.85743750492
2024-09-18,96627.05111906599
2024-11-07,98114.0043911675
2024-12-18,98129.88423977101
2025-01-29,91092.68330805871
2025-03-19,90661.85719357007
2025-05-07,96561.4507383131
2025-06-18,102758.96704015252
